Cidade,area,quartos,banheiro,estacionamento,animais,Valor do Aluguel,Iptu,Seguranca Incendio,total
Campinas,45,1,1,1,acept,1950,0,25,1975
Sao Paulo,42,1,1,0,acept,1500,184,20,1704
Porto Alegre,62,2,1,0,acept,736,28,11,775
Sao Paulo,38,2,1,0,acept,1500,0,20,1520
Sao Paulo,44,1,1,1,not acept,2400,0,31,2431
Sao Paulo,75,3,2,2,acept,2800,167,36,3003
Rio de Janeiro,66,2,1,1,acept,1250,0,17,1267
Sao Paulo,125,3,3,2,acept,2800,38,43,2881
Campinas,62,2,1,2,acept,1500,90,20,1610
Sao Paulo,77,2,1,1,acept,3100,464,40,3604
Sao Paulo,136,2,4,2,acept,4800,242,61,5103
Sao Paulo,200,4,2,1,acept,5000,328,64,5392
Sao Paulo,35,1,1,0,not acept,1305,0,17,1322
Sao Paulo,250,4,3,2,acept,4500,100,68,4668
Sao Paulo,90,2,2,2,acept,4100,0,62,4162
Campinas,72,2,2,1,acept,850,9,11,870
Sao Paulo,168,3,3,5,acept,3500,184,45,3729
Porto Alegre,360,3,4,3,acept,13200,500,193,13893
Campinas,38,1,1,1,acept,740,30,10,780
Sao Paulo,23,1,1,1,acept,2300,59,30,2389
Porto Alegre,440,3,3,3,not acept,10500,84,154,10738
Sao Paulo,120,3,3,2,acept,3500,109,45,3654
Rio de Janeiro,90,2,2,0,acept,2500,84,33,2617
Porto Alegre,125,4,2,0,acept,1632,150,14,1796
Sao Paulo,200,3,4,3,acept,5058,1200,65,6323
Sao Paulo,190,3,3,2,acept,3260,292,42,3594
Belo Horizonte,123,3,2,1,acept,2600,143,35,2778
Campinas,53,2,1,1,acept,2000,41,26,2067
Rio de Janeiro,70,2,1,1,acept,2180,60,29,2269
Sao Paulo,90,2,2,2,acept,12200,454,155,12809
Sao Paulo,95,3,2,0,acept,1590,0,24,1614
Campinas,74,3,1,1,acept,900,40,12,952
Sao Paulo,64,1,1,1,not acept,3600,0,46,3646
Sao Paulo,155,4,5,3,not acept,6000,625,77,6702
Rio de Janeiro,125,3,1,2,not acept,2200,159,29,2388
Sao Paulo,40,1,1,1,acept,1580,25,21,1626
Porto Alegre,350,3,2,4,acept,6522,492,116,7130
Belo Horizonte,417,3,5,8,acept,7650,450,126,8226
Porto Alegre,350,4,4,4,acept,6000,192,107,6299
Sao Paulo,40,1,1,1,not acept,2800,100,36,2936
Sao Paulo,30,1,1,1,not acept,3500,127,45,3672
Sao Paulo,142,3,4,2,acept,4500,375,58,4933
Porto Alegre,110,3,3,2,acept,4000,300,59,4359
Sao Paulo,100,4,4,1,acept,10000,9,151,10160
Sao Paulo,377,5,4,3,acept,8000,900,121,9021
Sao Paulo,230,2,3,3,acept,8000,633,102,8735
Sao Paulo,35,1,1,0,not acept,1800,91,7,1898
Sao Paulo,32,1,1,1,acept,2900,0,37,2937
Sao Paulo,74,2,1,1,acept,2024,71,8,2103
Sao Paulo,147,2,3,4,acept,1200,375,16,1591
Sao Paulo,35,1,1,0,acept,2500,60,32,2592
Rio de Janeiro,26,1,1,0,acept,1500,84,20,1604
Sao Paulo,70,2,2,1,acept,1700,5,22,1727
Sao Paulo,150,3,3,3,acept,2800,740,36,3576
Sao Paulo,200,3,3,2,acept,8000,292,121,8413
Campinas,60,1,1,1,acept,1100,49,14,1163
Sao Paulo,250,4,5,3,acept,2550,334,33,2917
Sao Paulo,44,1,2,0,not acept,3300,126,42,3468
Sao Paulo,250,7,5,2,acept,6000,0,91,6091
Sao Paulo,157,3,2,0,acept,4500,347,58,4905
Sao Paulo,97,2,2,0,acept,5600,0,71,5671
Belo Horizonte,548,4,7,6,acept,15000,2484,200,17684
Sao Paulo,28,1,1,0,acept,1325,0,17,1342
Sao Paulo,250,3,4,0,acept,10000,1667,127,11794
Belo Horizonte,193,4,2,2,acept,8900,255,146,9301
Belo Horizonte,428,5,5,4,acept,9600,667,158,10425
Sao Paulo,50,2,1,0,not acept,950,0,13,963
Sao Paulo,135,2,3,2,not acept,12300,542,156,12998
Rio de Janeiro,103,2,2,1,acept,1600,221,21,1842
Campinas,103,3,2,2,acept,1360,292,18,1670
Sao Paulo,80,3,2,1,acept,1500,150,20,1670
Sao Paulo,160,3,3,2,acept,4000,390,51,4441
Sao Paulo,238,4,3,4,acept,10200,1816,130,12146
Belo Horizonte,500,7,4,4,acept,5500,167,91,5758
Sao Paulo,580,5,5,4,acept,15000,2200,191,17391
Sao Paulo,80,1,1,0,acept,1370,50,21,1441
Sao Paulo,210,4,5,3,acept,2975,1184,38,4197
Porto Alegre,106,3,3,1,acept,2250,186,33,2469
Rio de Janeiro,30,1,1,0,acept,1200,21,16,1237
Sao Paulo,156,3,2,1,acept,2000,147,31,2178
Sao Paulo,60,1,1,1,acept,1250,0,19,1269
Sao Paulo,200,3,4,0,acept,3600,780,46,4426
Sao Paulo,70,2,2,0,acept,1000,138,13,1151
Sao Paulo,177,4,5,4,acept,9200,959,117,10276
Sao Paulo,103,3,3,2,acept,2500,19,38,2557
Sao Paulo,440,4,4,4,acept,12000,2500,181,14681
Sao Paulo,65,2,1,1,acept,1700,92,22,1814
Belo Horizonte,260,5,3,3,acept,4000,487,54,4541
Sao Paulo,200,4,4,6,acept,4320,375,65,4760
Sao Paulo,96,3,2,1,acept,3050,231,39,3320
Sao Paulo,68,2,2,1,acept,2900,137,37,3074
Belo Horizonte,300,5,5,5,not acept,4500,450,74,5024
Sao Paulo,34,1,1,0,acept,750,27,10,787
Campinas,398,5,6,0,acept,8500,700,108,9308
Belo Horizonte,100,1,1,0,acept,2600,0,35,2635
Belo Horizonte,176,4,5,3,acept,6500,704,87,7291
Belo Horizonte,90,2,2,2,not acept,4000,250,54,4304
Belo Horizonte,680,7,6,8,acept,8000,428,132,8560
Belo Horizonte,220,4,3,0,acept,15000,1138,200,16338
Sao Paulo,110,2,2,2,not acept,2120,174,32,2326
Sao Paulo,180,3,2,1,acept,5500,255,70,5825
Sao Paulo,36,1,1,1,acept,1800,93,8,1901
Belo Horizonte,450,4,4,4,acept,12700,836,170,13706
Rio de Janeiro,103,3,2,0,acept,3300,336,43,3679
Porto Alegre,101,2,2,2,acept,1800,500,27,2327
Sao Paulo,196,4,4,0,acept,6000,1458,77,7535
Rio de Janeiro,28,1,1,0,acept,1980,68,26,2074
Sao Paulo,260,3,4,4,acept,4500,0,68,4568
Sao Paulo,330,4,2,5,acept,1870,400,29,2299
Rio de Janeiro,70,3,2,1,acept,1189,96,16,1301
Rio de Janeiro,33,1,1,0,acept,1200,13,16,1229
Sao Paulo,160,3,3,2,acept,10500,505,134,11139
Sao Paulo,60,2,1,1,acept,1350,42,18,1410
Sao Paulo,36,1,1,1,acept,1379,99,10,1488
Sao Paulo,20,1,1,0,acept,2060,0,27,2087
Porto Alegre,70,2,1,0,acept,750,26,11,787
Sao Paulo,180,3,4,4,acept,4700,2,71,4773
Sao Paulo,105,3,3,1,acept,2150,0,28,2178
Sao Paulo,275,4,5,4,acept,9700,1334,123,11157
Belo Horizonte,450,2,2,5,acept,1512,71,25,1608
Campinas,360,4,6,4,acept,7700,300,116,8116
Sao Paulo,140,2,2,1,not acept,1900,150,25,2075
Sao Paulo,900,3,5,8,acept,8000,2250,121,10371
Porto Alegre,152,3,5,3,acept,6000,321,88,6409
Sao Paulo,280,3,4,3,acept,8000,500,121,8621
Sao Paulo,230,4,4,3,not acept,2500,934,32,3466
Campinas,92,3,2,3,acept,2100,167,27,2294
Belo Horizonte,58,1,1,1,acept,1100,34,19,1153
Campinas,41,2,1,1,not acept,1193,0,16,1209
Sao Paulo,206,4,4,3,acept,12000,917,153,13070
Campinas,214,3,3,2,acept,5900,227,75,6202
Sao Paulo,110,2,2,1,acept,1710,0,22,1732
Belo Horizonte,100,2,1,0,acept,777,25,13,815
Belo Horizonte,80,2,2,1,acept,1200,0,16,1216
Belo Horizonte,311,3,4,3,not acept,13000,1753,174,14927
Sao Paulo,200,2,3,2,acept,15000,667,191,15858
Campinas,96,3,2,2,acept,3200,189,41,3430
Rio de Janeiro,140,4,2,1,not acept,6000,380,78,6458
Sao Paulo,138,3,3,2,acept,7070,382,90,7542
Sao Paulo,140,3,3,1,acept,3900,359,50,4309
Rio de Janeiro,60,2,2,1,not acept,1250,0,17,1267
Sao Paulo,40,1,1,0,not acept,600,34,10,644
Sao Paulo,178,3,4,4,acept,10200,667,130,10997
Sao Paulo,140,3,3,2,acept,4900,25,74,4999
Sao Paulo,72,2,1,0,acept,1020,0,13,1033
Sao Paulo,117,2,1,1,not acept,2700,11,35,2746
Sao Paulo,35,1,1,1,acept,977,30,13,1020
Porto Alegre,42,1,1,0,acept,890,0,13,903
Belo Horizonte,29,1,1,0,acept,1100,8,15,1123
Sao Paulo,130,2,1,0,acept,2150,9,28,2187
Rio de Janeiro,100,3,2,1,acept,5000,333,65,5398
Rio de Janeiro,39,1,1,0,acept,609,44,8,661
Sao Paulo,61,1,1,0,not acept,1600,0,21,1621
Campinas,750,4,5,5,not acept,10400,667,157,11224
Belo Horizonte,142,4,3,2,acept,2700,277,36,3013
Campinas,650,4,4,8,acept,7500,200,113,7813
Sao Paulo,69,2,2,0,acept,1700,73,26,1799
Sao Paulo,100,2,2,4,acept,2600,46,40,2686
Belo Horizonte,300,4,2,2,acept,8000,500,107,8607
Sao Paulo,190,3,4,3,acept,2740,900,35,3675
Rio de Janeiro,115,2,2,0,acept,4500,2731,58,7289
Campinas,119,3,1,1,acept,1200,100,16,1316
Sao Paulo,100,2,3,1,acept,1890,42,24,1956
Sao Paulo,55,2,1,1,acept,1087,0,14,1101
Sao Paulo,44,1,1,1,acept,3000,89,39,3128
Sao Paulo,316,4,6,4,acept,8000,1963,102,10065
Sao Paulo,83,2,3,2,acept,3500,167,53,3720
Belo Horizonte,1000,5,7,8,acept,14980,1904,246,17130
Sao Paulo,150,3,2,1,acept,4800,0,61,4861
Sao Paulo,53,2,1,1,acept,4200,42,54,4296
Sao Paulo,49,2,1,1,acept,970,4,13,987
Campinas,185,3,3,2,acept,2200,100,28,2328
Rio de Janeiro,40,1,1,0,acept,1200,20,19,1239
Sao Paulo,65,2,1,0,acept,1140,9,15,1164
Sao Paulo,67,3,2,1,not acept,1560,72,20,1652
Sao Paulo,46,1,1,1,acept,2200,35,28,2263
Campinas,205,3,2,1,acept,2200,156,28,2384
Porto Alegre,550,5,5,3,acept,9000,500,160,9660
Campinas,50,1,1,1,acept,650,33,9,692
Sao Paulo,266,4,5,4,acept,10900,1167,139,12206
Rio de Janeiro,280,3,2,2,acept,8000,1126,104,9230
Sao Paulo,1600,6,6,6,acept,7600,1834,115,9549
Sao Paulo,70,1,1,0,acept,2400,156,31,2587
Sao Paulo,84,3,2,2,not acept,2340,250,30,2620
Belo Horizonte,40,1,1,0,not acept,1000,116,14,1130
Rio de Janeiro,117,3,2,1,acept,4110,384,53,4547
Sao Paulo,68,2,2,2,acept,3430,236,44,3710
Belo Horizonte,140,2,2,2,acept,2800,104,38,2942
Sao Paulo,450,4,2,3,acept,13000,1000,196,14196
Porto Alegre,44,1,2,0,acept,1350,100,20,1470
Sao Paulo,40,1,1,1,acept,3200,52,41,3293
Sao Paulo,70,1,2,1,acept,8250,209,105,8564
Sao Paulo,50,1,2,0,acept,900,50,14,964
Belo Horizonte,405,2,3,0,acept,4000,699,54,4753
Sao Paulo,75,2,2,1,acept,3160,165,41,3366
Belo Horizonte,80,3,3,1,acept,1501,0,20,1521
Sao Paulo,450,4,5,6,acept,12000,1334,181,13515
Sao Paulo,225,4,5,4,acept,7106,0,91,7197
Sao Paulo,250,3,2,3,acept,15000,1084,191,16275
Sao Paulo,60,2,1,1,not acept,2200,165,28,2393
Sao Paulo,31,1,1,1,not acept,3400,150,44,3594
Sao Paulo,100,3,1,3,acept,2000,164,31,2195
Belo Horizonte,20,1,1,0,not acept,1050,79,14,1143
Sao Paulo,200,3,4,8,acept,7000,25,106,7131
Campinas,50,1,1,1,acept,1690,62,22,1774
Sao Paulo,61,3,2,2,acept,2200,90,28,2318
Sao Paulo,200,3,4,2,acept,9800,820,125,10745
Belo Horizonte,100,2,2,0,acept,11000,100,181,11281
Sao Paulo,365,4,5,6,acept,13900,2588,177,16665
Sao Paulo,38,1,1,0,acept,3000,64,39,3103
Rio de Janeiro,49,2,1,0,acept,1350,58,18,1426
Sao Paulo,207,3,5,4,acept,12000,934,153,13087
Campinas,82,3,2,1,acept,1500,142,20,1662
Sao Paulo,400,5,4,3,acept,4000,250,61,4311
Rio de Janeiro,170,4,2,2,acept,9000,834,116,9950
Porto Alegre,105,3,2,2,acept,2890,217,43,3150
Sao Paulo,383,4,4,5,acept,3004,709,39,3752
Sao Paulo,168,3,3,3,acept,2700,322,35,3057
Sao Paulo,53,2,2,1,acept,2400,389,31,2820
Porto Alegre,320,4,3,2,acept,4500,125,80,4705
Sao Paulo,300,3,4,3,acept,9900,834,126,10860
Campinas,100,3,2,3,acept,2200,0,34,2234
Sao Paulo,40,1,1,0,acept,900,80,12,992
Sao Paulo,180,3,1,0,acept,2500,334,38,2872
Sao Paulo,257,4,5,4,acept,7500,1107,96,8703
Sao Paulo,178,2,4,2,acept,7000,891,89,7980
Sao Paulo,179,3,3,0,not acept,12000,472,153,12625
Porto Alegre,64,2,1,0,acept,1750,42,26,1818
Porto Alegre,60,2,1,0,acept,990,25,15,1030
Sao Paulo,55,1,1,1,not acept,2200,148,28,2376
Sao Paulo,50,1,1,0,not acept,1970,0,25,1995
Sao Paulo,82,3,2,2,not acept,1994,0,26,2020
Rio de Janeiro,60,1,1,1,acept,1210,106,16,1332
Porto Alegre,40,1,1,1,not acept,1200,68,18,1286
Campinas,230,4,4,8,acept,5100,320,77,5497
Sao Paulo,73,2,1,1,acept,1300,20,17,1337
Sao Paulo,79,2,2,1,acept,2000,75,26,2101
Sao Paulo,230,3,4,2,acept,4800,292,61,5153
Rio de Janeiro,214,3,3,3,acept,14000,1050,181,15231
Sao Paulo,120,2,1,0,acept,1500,90,23,1613
Sao Paulo,200,4,2,1,not acept,2500,334,38,2872
Porto Alegre,85,3,2,2,not acept,3300,102,49,3451
Sao Paulo,45,1,1,1,not acept,5520,0,70,5590
Porto Alegre,30,1,1,0,acept,755,22,12,789
Sao Paulo,57,2,2,1,acept,2300,0,30,2330
Sao Paulo,500,4,7,3,acept,15000,2500,226,17726
Sao Paulo,322,4,5,5,acept,15000,1875,191,17066
Sao Paulo,20,1,1,0,not acept,1530,0,20,1550
Porto Alegre,100,2,2,1,not acept,1346,0,24,1370
Sao Paulo,620,4,6,4,acept,15000,4520,191,19711
Porto Alegre,240,4,3,5,acept,2500,120,45,2665
Sao Paulo,95,3,2,2,acept,7000,142,89,7231
Sao Paulo,35,1,1,1,acept,2100,99,27,2226
Belo Horizonte,325,5,4,7,acept,8900,417,146,9463
Sao Paulo,58,3,1,1,acept,2800,21,36,2857
Sao Paulo,200,4,4,3,not acept,9000,1000,115,10115
Sao Paulo,92,3,2,2,acept,1100,250,14,1364
Belo Horizonte,65,2,1,1,acept,1545,94,7,1646
Campinas,57,2,1,0,acept,800,31,11,842
Sao Paulo,50,2,1,1,acept,1600,0,21,1621
Sao Paulo,165,4,5,2,acept,9500,315,121,9936
Rio de Janeiro,70,2,1,1,acept,1900,122,25,2047
Sao Paulo,230,4,3,1,not acept,4000,513,51,4564
Rio de Janeiro,34,1,1,0,not acept,2000,114,26,2140
Rio de Janeiro,25,1,1,0,not acept,660,0,11,671
Sao Paulo,50,2,1,1,acept,1800,0,23,1823
Porto Alegre,120,3,2,2,acept,2975,155,44,3174
Porto Alegre,60,2,1,1,acept,1400,96,25,1521
Sao Paulo,67,2,2,1,acept,2240,215,29,2484
Sao Paulo,22,1,1,0,acept,2100,40,27,2167
Sao Paulo,197,3,1,2,acept,2100,290,32,2422
Porto Alegre,105,3,3,1,acept,2300,130,34,2464
Sao Paulo,80,2,2,1,not acept,1556,0,8,1564
Belo Horizonte,140,4,2,2,not acept,2500,253,34,2787
Rio de Janeiro,70,2,2,1,acept,4000,184,52,4236
Porto Alegre,383,5,5,4,acept,10000,250,178,10428
Sao Paulo,172,3,4,3,acept,9000,900,115,10015
Porto Alegre,57,2,2,1,not acept,1800,75,27,1902
Sao Paulo,32,1,1,1,acept,2000,416,26,2442
Belo Horizonte,341,10,6,7,acept,5500,459,91,6050
Belo Horizonte,600,5,6,8,acept,10500,642,173,11315
Sao Paulo,43,2,1,1,not acept,2000,18,26,2044
Campinas,98,3,2,1,acept,1233,84,16,1333
Sao Paulo,36,2,1,0,acept,1790,0,23,1813
Rio de Janeiro,42,1,1,0,acept,2800,79,37,2916
Campinas,120,3,3,3,not acept,2700,167,35,2902
Rio de Janeiro,78,2,2,1,acept,1400,290,19,1709
Sao Paulo,113,3,4,2,acept,4000,591,51,4642
Sao Paulo,47,2,1,1,not acept,1390,0,18,1408
Sao Paulo,60,2,2,1,acept,1300,0,17,1317
Porto Alegre,77,2,1,0,not acept,1130,25,17,1172
Porto Alegre,75,2,2,1,acept,1500,142,22,1664
Sao Paulo,60,3,1,1,acept,1550,0,20,1570
Sao Paulo,240,3,4,3,acept,5800,825,74,6699
Sao Paulo,48,1,1,1,acept,3400,114,44,3558
Belo Horizonte,70,3,1,1,acept,1300,71,18,1389
Belo Horizonte,345,3,3,0,not acept,3500,150,58,3708
Sao Paulo,250,4,2,3,not acept,15000,100,191,15291
Sao Paulo,158,4,4,3,acept,3500,589,45,4134
Porto Alegre,55,2,1,1,acept,1300,34,24,1358
Rio de Janeiro,80,2,1,1,acept,1820,235,24,2079
Porto Alegre,42,1,1,1,acept,2200,50,33,2283
Sao Paulo,80,3,3,2,acept,4450,242,57,4749
Sao Paulo,50,1,1,0,acept,1550,28,20,1598
Rio de Janeiro,380,4,3,2,acept,15000,1348,194,16542
Sao Paulo,85,2,2,1,acept,5300,67,68,5435
Belo Horizonte,120,4,3,2,acept,3250,0,44,3294
Sao Paulo,214,4,5,4,acept,3251,1026,42,4319
Sao Paulo,277,4,4,6,acept,3800,1947,49,5796
Campinas,50,2,1,1,acept,1080,0,14,1094
Belo Horizonte,90,3,2,2,not acept,2000,159,27,2186
Sao Paulo,287,4,5,2,acept,6000,317,91,6408
Sao Paulo,11,1,1,0,not acept,2000,42,26,2068
Porto Alegre,62,2,1,1,not acept,1620,54,24,1698
Sao Paulo,45,1,1,1,not acept,3100,120,40,3260
Porto Alegre,80,2,1,1,acept,1650,70,25,1745
Sao Paulo,115,3,3,2,not acept,4890,234,62,5186
Porto Alegre,110,2,2,1,acept,1800,152,27,1979
Sao Paulo,162,3,3,2,acept,7000,367,89,7456
Rio de Janeiro,85,3,2,1,acept,1800,306,24,2130
Belo Horizonte,105,4,3,3,acept,1900,228,26,2154
Sao Paulo,180,2,2,5,acept,3000,1,46,3047
Rio de Janeiro,80,2,1,0,acept,831,159,11,1001
Sao Paulo,56,2,1,1,acept,2200,11,28,2239
Sao Paulo,70,2,1,1,acept,1200,35,16,1251
Rio de Janeiro,70,1,2,1,not acept,1200,85,16,1301
Belo Horizonte,75,3,1,1,not acept,1000,145,14,1159
Sao Paulo,420,4,6,4,acept,6500,417,98,7015
Sao Paulo,279,3,3,8,acept,3500,182,53,3735
Sao Paulo,160,4,4,2,acept,2400,0,37,2437
Sao Paulo,41,1,1,0,acept,1100,0,14,1114
Sao Paulo,97,2,2,2,acept,2200,42,28,2270
Porto Alegre,40,1,1,1,acept,1400,36,21,1457
Sao Paulo,110,3,2,1,acept,3600,215,46,3861
Belo Horizonte,298,4,3,2,acept,2500,300,34,2834
Belo Horizonte,87,4,2,2,acept,1600,160,22,1782
Sao Paulo,150,5,5,4,not acept,3700,917,47,4664
Sao Paulo,113,3,2,2,acept,2975,359,38,3372
Belo Horizonte,293,6,2,3,acept,2600,138,43,2781
Sao Paulo,90,3,2,2,acept,2000,165,26,2191
Belo Horizonte,305,4,3,3,acept,9000,660,120,9780
Campinas,50,2,1,1,not acept,1040,277,14,1331
Sao Paulo,150,3,3,2,acept,3300,135,50,3485
Porto Alegre,367,3,4,4,not acept,15000,1032,220,16252
Rio de Janeiro,50,2,1,0,acept,2350,64,31,2445
Sao Paulo,230,3,4,3,not acept,8000,1167,102,9269
Sao Paulo,125,3,3,1,acept,5500,247,70,5817
Rio de Janeiro,140,3,2,1,acept,1350,95,18,1463
Sao Paulo,63,3,2,0,acept,1800,0,23,1823
Sao Paulo,110,2,1,1,acept,3300,234,42,3576
Sao Paulo,54,2,1,1,acept,1610,0,21,1631
Porto Alegre,67,2,1,0,acept,1523,50,23,1596
Sao Paulo,296,3,4,4,acept,8864,0,113,8977
Belo Horizonte,70,2,1,1,acept,1000,75,17,1092
Sao Paulo,50,2,1,0,not acept,1100,0,17,1117
Sao Paulo,160,3,2,4,not acept,3500,0,53,3553
Sao Paulo,60,2,2,1,not acept,2200,20,28,2248
Sao Paulo,220,3,4,3,acept,8000,1034,102,9136
Sao Paulo,340,4,3,8,acept,13000,1167,196,14363
Sao Paulo,52,2,1,0,not acept,1150,34,15,1199
Belo Horizonte,50,2,1,1,acept,915,63,13,991
Belo Horizonte,60,2,1,0,acept,2200,80,30,2310
Sao Paulo,125,3,3,3,acept,2450,15,37,2502
Sao Paulo,36,2,1,0,not acept,1080,0,17,1097
Belo Horizonte,100,3,2,1,acept,1500,120,20,1640
Sao Paulo,550,4,7,3,acept,11500,1650,173,13323
Sao Paulo,60,3,1,2,not acept,1105,0,14,1119
Campinas,48,1,1,0,not acept,500,17,7,524
Sao Paulo,164,3,3,1,acept,9000,210,115,9325
Belo Horizonte,90,3,2,1,acept,1200,100,16,1316
Porto Alegre,78,3,2,1,acept,2800,75,41,2916
Sao Paulo,44,2,1,0,acept,1125,0,15,1140
Belo Horizonte,180,3,3,2,acept,2950,267,40,3257
Campinas,82,3,2,1,acept,1200,100,16,1316
Sao Paulo,49,1,1,1,acept,2900,139,37,3076
Sao Paulo,400,5,4,5,not acept,13970,417,210,14597
Sao Paulo,74,2,3,2,acept,3200,40,41,3281
Sao Paulo,110,2,1,1,acept,1500,163,23,1686
Sao Paulo,58,1,1,1,acept,3500,70,45,3615
Rio de Janeiro,23,1,1,0,not acept,1540,0,20,1560
Rio de Janeiro,95,3,2,1,acept,2500,67,33,2600
Sao Paulo,196,4,3,3,not acept,5000,931,64,5995
Sao Paulo,70,2,1,0,acept,2300,123,35,2458
Porto Alegre,148,2,1,2,acept,1650,880,25,2555
Sao Paulo,70,2,1,0,acept,1280,0,17,1297
Sao Paulo,30,1,1,1,not acept,2300,134,30,2464
Sao Paulo,300,3,2,4,acept,2700,250,41,2991
Sao Paulo,53,1,1,1,not acept,2600,0,33,2633
Sao Paulo,96,3,2,2,acept,3148,81,40,3269
Sao Paulo,190,3,4,2,not acept,6000,48,77,6125
Sao Paulo,250,3,5,8,acept,6000,7,91,6098
Belo Horizonte,130,4,1,3,not acept,2150,0,36,2186
Sao Paulo,250,3,3,6,acept,4250,519,64,4833
Campinas,50,1,1,0,acept,650,13,9,672
Belo Horizonte,840,5,6,5,acept,8000,511,132,8643
Rio de Janeiro,95,3,3,0,acept,1999,291,26,2316
Sao Paulo,33,1,1,0,not acept,1305,0,17,1322
Rio de Janeiro,60,2,1,0,acept,1350,0,18,1368
Sao Paulo,51,1,1,0,acept,4950,125,63,5138
Rio de Janeiro,200,4,3,2,acept,8000,756,104,8860
Sao Paulo,212,4,5,6,acept,4500,1067,58,5625
Belo Horizonte,66,3,1,0,acept,1525,0,26,1551
Sao Paulo,150,3,5,2,acept,3102,452,40,3594
Rio de Janeiro,48,2,1,1,acept,1270,9,17,1296
Sao Paulo,90,2,2,1,acept,2500,274,38,2812
Porto Alegre,136,4,3,2,not acept,4000,327,59,4386
Sao Paulo,40,1,1,1,acept,3000,95,39,3134
Sao Paulo,100,1,2,2,not acept,1700,0,26,1726
Sao Paulo,32,1,1,0,acept,1200,100,16,1316
Sao Paulo,30,1,1,1,acept,3300,9,42,3351
Sao Paulo,170,2,2,5,acept,5500,600,83,6183
Campinas,184,4,3,4,acept,3240,220,49,3509
Sao Paulo,368,4,5,4,acept,5000,2661,64,7725
Sao Paulo,230,3,4,4,acept,7000,917,89,8006
Sao Paulo,214,4,6,4,acept,11000,780,140,11920
Belo Horizonte,37,1,1,1,not acept,2000,0,27,2027
Sao Paulo,450,5,5,4,not acept,5540,520,84,6144
Sao Paulo,87,3,2,0,acept,2000,231,26,2257
Sao Paulo,70,2,1,1,acept,1300,25,20,1345
Sao Paulo,54,2,1,1,acept,1250,7,16,1273
Belo Horizonte,155,4,3,3,acept,3300,356,44,3700
Sao Paulo,35,1,1,0,acept,1100,30,14,1144
Sao Paulo,160,4,4,5,acept,4500,0,68,4568
Belo Horizonte,95,3,2,2,acept,1400,122,19,1541
Sao Paulo,113,2,1,1,acept,3000,50,39,3089
Rio de Janeiro,70,3,2,1,acept,850,255,11,1116
Sao Paulo,131,3,2,2,acept,1800,600,23,2423
Belo Horizonte,130,3,3,1,acept,3200,150,43,3393
Porto Alegre,72,2,1,0,acept,1300,40,19,1359
Belo Horizonte,130,2,1,1,acept,1280,59,21,1360
Rio de Janeiro,80,2,3,1,acept,1300,320,10,1630
Sao Paulo,50,3,2,2,acept,2800,30,43,2873
Sao Paulo,54,2,1,1,not acept,2000,10,26,2036
Sao Paulo,130,3,3,3,acept,2800,489,36,3325
Porto Alegre,230,4,1,1,acept,3500,370,52,3922
Sao Paulo,50,2,1,1,acept,1100,0,14,1114
Belo Horizonte,100,3,2,3,acept,2800,0,46,2846
Belo Horizonte,40,1,1,1,not acept,970,0,13,983
Campinas,75,3,1,1,not acept,12000,0,181,12181
Sao Paulo,30,1,1,1,not acept,1200,144,16,1360
Porto Alegre,68,2,2,1,acept,1800,82,27,1909
Sao Paulo,117,3,3,2,acept,2700,16,41,2757
Porto Alegre,600,5,4,5,acept,12000,1167,214,13381
Sao Paulo,126,3,2,2,not acept,1610,0,21,1631
Porto Alegre,290,4,4,3,acept,2500,262,45,2807
Porto Alegre,120,3,1,0,acept,1500,125,22,1647
Rio de Janeiro,35,1,1,0,acept,1600,0,21,1621
Belo Horizonte,40,1,1,1,not acept,970,0,13,983
Sao Paulo,56,2,2,1,acept,2000,0,26,2026
Campinas,53,2,1,1,acept,800,65,11,876
Sao Paulo,270,4,4,4,acept,15000,100,191,15291
Porto Alegre,150,4,2,2,acept,1100,0,20,1120
Sao Paulo,40,1,1,0,not acept,980,0,13,993
Sao Paulo,31,1,1,0,acept,3280,109,42,3431
Sao Paulo,50,2,2,1,acept,1275,23,17,1315
Sao Paulo,347,5,5,4,acept,7000,500,106,7606
Sao Paulo,70,3,1,1,not acept,1800,42,23,1865
Rio de Janeiro,75,2,1,0,acept,1200,0,16,1216
Porto Alegre,90,3,2,0,not acept,1105,31,17,1153
Sao Paulo,200,3,4,1,acept,1190,550,16,1756
Sao Paulo,201,4,4,4,acept,5933,900,76,6909
Sao Paulo,37,1,1,0,acept,1400,0,18,1418
Sao Paulo,75,3,1,1,not acept,2200,70,28,2298
Sao Paulo,42,1,1,0,acept,1650,184,21,1855
Campinas,148,3,2,0,acept,1700,102,22,1824
Sao Paulo,200,2,2,0,acept,3000,9,46,3055
Sao Paulo,216,3,3,3,acept,13000,1230,165,14395
Sao Paulo,300,3,2,0,acept,8300,217,125,8642
Sao Paulo,73,1,1,0,acept,1350,62,18,1430
Rio de Janeiro,77,3,1,0,acept,4200,269,55,4524
Belo Horizonte,50,2,1,0,acept,850,30,12,892
Sao Paulo,480,4,7,8,acept,14000,2186,211,16397
Sao Paulo,300,5,5,2,acept,4000,220,61,4281
Rio de Janeiro,180,3,2,1,acept,4900,459,64,5423
Porto Alegre,68,3,2,1,acept,1600,76,24,1700
Sao Paulo,62,2,2,1,acept,1550,17,20,1587
